,Serie,Numero,DetalheItens
0,1.0,2769.0, lantejoulas c/500un bic
0,1.0,2769.0, papel cartolina dupla face report
0,1.0,2769.0, papel celafone report
0,1.0,2769.0, bola isopor fre callor 50mm
0,1.0,2769.0, almofada para carimbo n. 03 cadersil
0,1.0,2769.0, agulha para bordado cadersil
0,1.0,2769.0, bola isopor frecallor 25mm
0,1.0,2769.0, agulha para costura de mão cadersil
0,103.0,172.0,balao coronario nao complacente 2.50 x 15mm -
0,103.0,172.0, balao coronario semi complacente 2.50 x 21 mm -
0,103.0,172.0, balao coronario nao complacente 4.00 x 12 mm -
0,103.0,172.0, balao coronario semi complacente 2.75 x 17mm -
0,103.0,172.0, balao coronario nao complacente 2.75 x 12mm -
0,103.0,172.0, balao coronario semi complacente 3.00 x 13mm -
0,1.0,378.0,unidade de disco rigido
0,1.0,378.0, com um so conjunto cabeca-disco hda head disk assembly   com interface sas serial attached
0,2.0,4529.0,gasolina comum
0,0.0,21429.0,alimento para nutricao enteral eou oral infantil 1-10 anos
0,0.0,21429.0, a base de peptidios
0,0.0,21429.0,sacarose
0,0.0,21429.0, proteinas do soro do leite
0,0.0,21429.0, vi
0,0.0,21429.0, alimento para nutricao enteral eou oral infantil 1-10 anos
0,0.0,21429.0, a base de peptidios
0,0.0,21429.0,sacarose
0,0.0,21429.0, proteinas do soro do leite
0,0.0,21429.0, vi
0,0.0,21429.0, alimento para nutricao enteral eou oral infantil 1-10 anos
0,0.0,21429.0, a base de peptidios
0,0.0,21429.0,sacarose
0,0.0,21429.0, proteinas do soro do leite
0,0.0,21429.0, vi
0,0.0,21429.0, formula nutricionalmente completo 100% proteina de soja acrescido de fibras.isenta de sacarose lactose e gluten
0,0.0,21429.0, 800g
0,0.0,21429.0, suplemento nutricional
0,0.0,21429.0, pacientes com doenca de crohn
0,0.0,21429.0, 14% proteina
0,0.0,21429.0, vitaminas e minerais
0,0.0,21429.0, isento de lactose
0,0.0,21429.0, gluten e s
0,0.0,21429.0, suplemento nutricional
0,0.0,21429.0, pacientes com doenca de crohn
0,0.0,21429.0, 14% proteina
0,0.0,21429.0, vitaminas e minerais
0,0.0,21429.0, isento de lactose
0,0.0,21429.0, gluten e s
0,0.0,21429.0, alcool 70% gel 500ml
0,0.0,21429.0, hipoclorito de sodio 2
0,0.0,21429.0,0 a 2
0,0.0,21429.0,5 % solucao 50 ml
0,0.0,21429.0, hipoclorito de sodio 2
0,0.0,21429.0,0 a 2
0,0.0,21429.0,5 % solucao 50 ml
0,0.0,21429.0, acido acetico 3% 1000 ml
0,0.0,21429.0, nicotina 2 mg goma de mascar
0,0.0,21429.0, nicotina 2 mg goma de mascar
0,0.0,21429.0, rifampicina 300 mg capsula
0,0.0,21429.0, varfarina sodica 5mg comp
0,0.0,21429.0, clorexidina
0,0.0,21429.0, digliconato 0
0,0.0,21429.0,5% solucao degermante 100 ml
0,0.0,21429.0, clorexidina
0,0.0,21429.0, digliconato 2% solucao degermante 100ml
0,0.0,21429.0, clorexidina
0,0.0,21429.0, digliconato 2% solucao degermante 100ml
0,0.0,21429.0, isoniazida + rifampicina 75 + 150 mg comprimido
0,0.0,21429.0, isoniazida 100 mg comprimido
0,0.0,21429.0, tratamento paucibacilar adulto comprimido
0,0.0,21429.0, iodopovidona (pvpi) 10% sol degermante 1l
0,0.0,21429.0, minociclina
0,0.0,21429.0, cloridrato 100 mg comprimido
0,0.0,21429.0, nicotina 7 mg adesivo transdermico
0,0.0,21429.0, valproato de sodio 500mg comp elenco estadual
0,0.0,21429.0, atadura de crepom 15cmx1
0,0.0,21429.0,8mx4
0,0.0,21429.0,5cm 13 fios embalagem individual
0,0.0,21429.0, atadura de crepom 15cmx1
0,0.0,21429.0,8mx4
0,0.0,21429.0,5cm 13 fios embalagem individual
0,0.0,21429.0, atadura de crepom 15cmx1
0,0.0,21429.0,8mx4
0,0.0,21429.0,5cm 13 fios embalagem individual
0,0.0,21429.0, atadura de crepom 15cmx1
0,0.0,21429.0,8mx4
0,0.0,21429.0,5cm 13 fios embalagem individual
0,0.0,21429.0, atadura de crepom 15cmx1
0,0.0,21429.0,8mx4
0,0.0,21429.0,5cm 13 fios embalagem individual
0,0.0,21429.0, compressa de gase esteril 7
0,0.0,21429.0,5cmx7
0,0.0,21429.0,5cm 11 fios
0,0.0,21429.0, sabonete liquido
0,0.0,21429.0, cremoso
0,0.0,21429.0, ph neutro
0,0.0,21429.0, banho neonatos
0,0.0,21429.0, glicerinado
0,0.0,21429.0, incolor
0,0.0,21429.0, formula balanceada
0,0.0,21429.0, sabonete liquido
0,0.0,21429.0, cremoso
0,0.0,21429.0, ph neutro
0,0.0,21429.0, banho neonatos
0,0.0,21429.0, glicerinado
0,0.0,21429.0, incolor
0,0.0,21429.0, formula balanceada
0,0.0,21429.0, filme para raio-x
0,0.0,21429.0, 35cm
0,0.0,21429.0, 43cm
0,0.0,21429.0, solucao fixador-raio x conjunto a+b
0,0.0,21429.0, revelador radiografia
0,0.0,21429.0, hidroquinona
0,0.0,21429.0, hidroxido potassio
0,0.0,21429.0, carbonato potas
0,0.0,21429.0, 38l
0,0.0,21429.0, processadora automatica
0,0.0,21429.0, revelador radiografia
0,0.0,21429.0, hidroquinona
0,0.0,21429.0, hidroxido potassio
0,0.0,21429.0, carbonato potas
0,0.0,21429.0, 38l
0,0.0,21429.0, processadora automatica
0,0.0,21429.0, tubo aspiracao
0,0.0,21429.0, pvc siliconizado
0,0.0,21429.0, esteril
0,0.0,21429.0, 2 m
0,0.0,21429.0, descartavel
0,0.0,21429.0, atoxico
0,0.0,21429.0, transparente
0,0.0,21429.0, tubo aspiracao
0,0.0,21429.0, pvc siliconizado
0,0.0,21429.0, esteril
0,0.0,21429.0, 2 m
0,0.0,21429.0, descartavel
0,0.0,21429.0, atoxico
0,0.0,21429.0, transparente
0,0.0,21429.0, tubo endotraqueal
0,0.0,21429.0, 4
0,0.0,21429.0,0
0,0.0,21429.0, pvc siliconizado atoxico
0,0.0,21429.0, marcador radiopaco
0,0.0,21429.0, s balao
0,0.0,21429.0,
0,0.0,21429.0, tubo endotraqueal
0,0.0,21429.0, 5
0,0.0,21429.0,0
0,0.0,21429.0, pvc siliconizado atoxico
0,0.0,21429.0, marcador radiopaco
0,0.0,21429.0, transparente
0,0.0,21429.0, balao de alto volume
0,0.0,21429.0, tubo endotraqueal
0,0.0,21429.0, 5
0,0.0,21429.0,0
0,0.0,21429.0, pvc siliconizado atoxico
0,0.0,21429.0, marcador radiopaco
0,0.0,21429.0, transparente
0,0.0,21429.0, balao de alto volume
0,0.0,21429.0, tubo endotraqueal
0,0.0,21429.0, n 3
0,0.0,21429.0,5
0,0.0,21429.0, pvc siliconizado atoxico
0,0.0,21429.0, marcador radiopaco
0,0.0,21429.0, s balao
0,0.0,21429.0, tubo endotraqueal
0,0.0,21429.0,polivinil
0,0.0,21429.0,8
0,0.0,21429.0,0
0,0.0,21429.0,ponta arredondada
0,0.0,21429.0,balao piloto cvalvula
0,0.0,21429.0, conector adaptavel
0,0.0,21429.0, balao alto
0,0.0,21429.0, tubo endotraqueal
0,0.0,21429.0,polivinil
0,0.0,21429.0,8
0,0.0,21429.0,5
0,0.0,21429.0,ponta arredondada
0,0.0,21429.0,balao piloto cvalvula
0,0.0,21429.0,conector adaptavel
0,0.0,21429.0,balao alto
0,0.0,21429.0, tubo endotraqueal
0,0.0,21429.0,polivinil
0,0.0,21429.0,8
0,0.0,21429.0,5
0,0.0,21429.0,ponta arredondada
0,0.0,21429.0,balao piloto cvalvula
0,0.0,21429.0,conector adaptavel
0,0.0,21429.0,balao alto
0,0.0,21429.0, tubo endotraqueal
0,0.0,21429.0,polivinil
0,0.0,21429.0,8
0,0.0,21429.0,5
0,0.0,21429.0,ponta arredondada
0,0.0,21429.0,balao piloto cvalvula
0,0.0,21429.0,conector adaptavel
0,0.0,21429.0,balao alto
0,0.0,21429.0, torneira
0,0.0,21429.0, plastico
0,0.0,21429.0, 3 vias
0,0.0,21429.0, conectores luer lock
0,0.0,21429.0, 2 conectores femeas e 1 macho
0,0.0,21429.0, torneira
0,0.0,21429.0, plastico
0,0.0,21429.0, 3 vias
0,0.0,21429.0, conectores luer lock
0,0.0,21429.0, 2 conectores femeas e 1 macho
0,0.0,21429.0, estrado 0
0,0.0,21429.0,47 x 0
0,0.0,21429.0,74 na cor preto
0,0.0,21429.0, frasco - tipo almotolia
0,0.0,21429.0, 250 ml
0,0.0,21429.0, tampa em rosca
0,0.0,21429.0, ambar
0,0.0,21429.0, lixeira pedal 15 litros
0,0.0,21429.0, lixeira pedal 15 litros
0,0.0,21429.0, lixeira pedal 15 litros
0,0.0,21429.0, caixa tipo isopor com tampa. cap 45 litros.
0,0.0,21429.0, escova endocervical descatavel
0,0.0,21429.0, escova endocervical descatavel
0,0.0,21429.0, preservativo feminino
0,0.0,21429.0, borracha nitrilica
0,0.0,21429.0, comprimento 17 cm
0,0.0,21429.0, espessura de 0
0,0.0,21429.0,041 a 0
0,0.0,21429.0,061 mm
0,0.0,21429.0, preservativo masculino 49mm c lubrificante
0,0.0,21429.0, preservativo masculino 52 mm c lubrificante
0,0.0,21429.0, papel impressora ultrassonografo
0,0.0,21429.0, termossensivel
0,0.0,21429.0, 18 mm
0,0.0,21429.0, 20 m
0,0.0,21429.0, sony upp 110 s
0,0.0,21429.0, coletor material perfuro-cortante
0,0.0,21429.0, papelao
0,0.0,21429.0, 13 l
0,0.0,21429.0,
0,0.0,21429.0, fita adesiva microporosa 10 cm x 4
0,0.0,21429.0,5
0,0.0,21429.0, fita adesiva microporosa 10 cm x 4
0,0.0,21429.0,5
0,0.0,21429.0, fita adesiva microporosa 10 cm x 4
0,0.0,21429.0,5
0,0.0,21429.0, avental descartavel com manga 50 gm
0,0.0,21429.0, avental descartavel com manga 50 gm
0,0.0,21429.0, avental descartavel com manga 50 gm
0,0.0,21429.0, mascara cirurgica
0,0.0,21429.0, nao tecido
0,0.0,21429.0, 3 camadas
0,0.0,21429.0, pregas horizontais
0,0.0,21429.0, atoxica
0,0.0,21429.0, com elastico
0,0.0,21429.0, clip nasal embutido
0,0.0,21429.0, hipoalergenica
0,0.0,21429.0, mascara n95
0,0.0,21429.0, classe pffs-2
0,0.0,21429.0, mascara n95
0,0.0,21429.0, classe pffs-2
0,0.0,21429.0, mascara n95
0,0.0,21429.0, classe pffs-2
0,0.0,21429.0, mascara n95
0,0.0,21429.0, classe pffs-2
0,0.0,21429.0, mascara n95
0,0.0,21429.0, classe pffs-2
0,0.0,21429.0, mascara n95
0,0.0,21429.0, classe pffs-2
0,0.0,21429.0, mascara n95
0,0.0,21429.0, classe pffs-2
0,0.0,21429.0, mascara n95
0,0.0,21429.0, classe pffs-2
0,0.0,21429.0, touca
0,0.0,21429.0, descartavel
0,0.0,21429.0, polipropileno
0,0.0,21429.0, branca
0,0.0,21429.0, tamanho unico c elastico
0,0.0,21429.0, touca
0,0.0,21429.0, descartavel
0,0.0,21429.0, polipropileno
0,0.0,21429.0, branca
0,0.0,21429.0, tamanho unico c elastico
0,0.0,21429.0, touca
0,0.0,21429.0, descartavel
0,0.0,21429.0, polipropileno
0,0.0,21429.0, branca
0,0.0,21429.0, tamanho unico c elastico
0,0.0,21429.0, cuba retangular 32x24x4 cm
0,0.0,21429.0, suporte p copo desc. 50ml
0,0.0,21429.0, suporte p papel toalha 2ou3 dobras junior
0,0.0,21429.0, espatula ayres
0,0.0,21429.0, 18 cm
0,0.0,21429.0, descartavel
0,0.0,21429.0, laminula
0,0.0,21429.0, vidro
0,0.0,21429.0, retangular
0,0.0,21429.0, 50 mm
0,0.0,21429.0, 24 mm
0,0.0,21429.0, microscopia
0,0.0,21429.0, coletor urina adulto
0,0.0,21429.0, pvc
0,0.0,21429.0, sistema fechado
0,0.0,21429.0,2000ml
0,0.0,21429.0, coletor urina adulto
0,0.0,21429.0, pvc
0,0.0,21429.0, sistema fechado
0,0.0,21429.0,2000ml
0,0.0,21429.0, oculos de prot. ind.
0,0.0,21429.0, poli.
0,0.0,21429.0, antiemb e antichama
0,0.0,21429.0, acopl. ao rosto
0,0.0,21429.0, com cordao elas. p fix. na cab.
0,0.0,21429.0, oculos de seguranca ampla visao
0,0.0,21429.0, bocal descartavel para espirometria
0,0.0,21429.0, seringa 0
0,0.0,21429.0,5 ml para insulina 50ui
0,0.0,21429.0, seringa 0
0,0.0,21429.0,5 ml para insulina 50ui
0,0.0,21429.0, seringa 1 ml c agulha fixa 8 x 0
0,0.0,21429.0,3 mm
0,0.0,21429.0, seringa 1 ml c agulha fixa 8 x 0
0,0.0,21429.0,3 mm
0,0.0,21429.0, seringa 1 ml c agulha fixa 8 x 0
0,0.0,21429.0,3 mm
0,0.0,21429.0, seringa propileno 3
0,0.0,21429.0,0ml
0,0.0,21429.0, agulha hipodermica
0,0.0,21429.0,25 x 8
0,0.0,21429.0,corpo em aco inox siliconizada
0,0.0,21429.0, agulha hipodermica
0,0.0,21429.0,40 x 12
0,0.0,21429.0,corpo em aco inox siliconiza
0,0.0,21429.0, sonda foley n 10
0,0.0,21429.0, 2 vias
0,0.0,21429.0, balao 5ml
0,0.0,21429.0,latex siliconizado
0,0.0,21429.0,
0,0.0,21429.0, sonda foley n 18
0,0.0,21429.0, 2 vias
0,0.0,21429.0, balao 30 ml
0,0.0,21429.0, latex siliconizado
0,0.0,21429.0, sonda foley n 18
0,0.0,21429.0, 2 vias
0,0.0,21429.0, balao 30 ml
0,0.0,21429.0, latex siliconizado
0,0.0,21429.0, sonda foley n12
0,0.0,21429.0, 2 vias
0,0.0,21429.0, balao 30 ml
0,0.0,21429.0, latex siliconizado
0,0.0,21429.0, sonda foley n12
0,0.0,21429.0, 2 vias
0,0.0,21429.0, balao 30 ml
0,0.0,21429.0, latex siliconizado
0,0.0,21429.0, sonda foley n14
0,0.0,21429.0, 2 vias
0,0.0,21429.0, balao 30 ml
0,0.0,21429.0, latex siliconizado
0,0.0,21429.0, sonda uretral n 06
0,0.0,21429.0, pvc atoxico siliconizado
0,0.0,21429.0, esteril
0,0.0,21429.0, sonda uretral n18
0,0.0,21429.0, pvc atoxico siliconizado
0,0.0,21429.0, esteril
0,0.0,21429.0, sonda uretral n18
0,0.0,21429.0, pvc atoxico siliconizado
0,0.0,21429.0, esteril
0,0.0,21429.0, sonda
0,0.0,21429.0, latex siliconizado
0,0.0,21429.0, foley
0,0.0,21429.0, n 22
0,0.0,21429.0, 2 vias
0,0.0,21429.0, cbalao de 5 a 15ml
0,0.0,21429.0, sonda foley n14
0,0.0,21429.0, 2 vias
0,0.0,21429.0, balao 30 ml
0,0.0,21429.0, latex siliconizado
0,0.0,21429.0, sonda foley n14
0,0.0,21429.0, 2 vias
0,0.0,21429.0, balao 30 ml
0,0.0,21429.0, latex siliconizado
0,0.0,21429.0, sonda foley n14
0,0.0,21429.0, 2 vias
0,0.0,21429.0, balao 30 ml
0,0.0,21429.0, latex siliconizado
0,0.0,21429.0, sonda foley n20
0,0.0,21429.0, 3 vias
0,0.0,21429.0, balao 30 ml
0,0.0,21429.0, latex siliconizado
0,0.0,21429.0, sonda nasogastrica
0,0.0,21429.0,
0,0.0,21429.0,n 08
0,0.0,21429.0, pvc flexivel
0,0.0,21429.0, levine longa
0,0.0,21429.0, corificio na extremidade distal
0,0.0,21429.0,
0,0.0,21429.0, sonda nasogastrica
0,0.0,21429.0,18
0,0.0,21429.0, pvc flexivel
0,0.0,21429.0, levine longa
0,0.0,21429.0,
0,0.0,21429.0, cateter aspiracao traqueal
0,0.0,21429.0, n 14
0,0.0,21429.0, pvc atoxico flexivel
0,0.0,21429.0, descartavel
0,0.0,21429.0,
0,0.0,21429.0, cateter intravenoso  14 g
0,0.0,21429.0, vialon ou poliuretano
0,0.0,21429.0, periferico
0,0.0,21429.0,
0,0.0,21429.0, cateter intravenoso 16 g
0,0.0,21429.0, vialon ou poliuretano
0,0.0,21429.0, periferico
0,0.0,21429.0,
0,0.0,21429.0, cateter intravenoso 16 g
0,0.0,21429.0, vialon ou poliuretano
0,0.0,21429.0, periferico
0,0.0,21429.0,
0,0.0,21429.0, cateter intravenoso 16 g
0,0.0,21429.0, vialon ou poliuretano
0,0.0,21429.0, periferico
0,0.0,21429.0,
0,0.0,21429.0, cateter intravenoso 16 g
0,0.0,21429.0, vialon ou poliuretano
0,0.0,21429.0, periferico
0,0.0,21429.0,
0,0.0,21429.0, cateter intravenoso 20 g
0,0.0,21429.0, vialon ou poliuretano
0,0.0,21429.0, periferico
0,0.0,21429.0,
0,0.0,21429.0, cateter intravenoso 22 g
0,0.0,21429.0, vialon ou poliuretano
0,0.0,21429.0, periferico
0,0.0,21429.0,
0,0.0,21429.0, cateter intravenoso 22 g
0,0.0,21429.0, vialon ou poliuretano
0,0.0,21429.0, periferico
0,0.0,21429.0,
0,0.0,21429.0, cateter intravenoso 22 g
0,0.0,21429.0, vialon ou poliuretano
0,0.0,21429.0, periferico
0,0.0,21429.0,
0,0.0,21429.0, cateter oxigenoterapia
0,0.0,21429.0,polipropileno
0,0.0,21429.0,oculos canel de ajuste
0,0.0,21429.0, cateter oxigenoterapia
0,0.0,21429.0,polipropileno
0,0.0,21429.0,oculos canel de ajuste
0,0.0,21429.0, lanceta para puncao digital com dispositivo de seguranca
0,0.0,21429.0, lancetador de ate 5 niveis de profundidade de puncao
0,0.0,21429.0, lamina bisturi
0,0.0,21429.0, aco carbono
0,0.0,21429.0, n 20
0,0.0,21429.0, descartavel
0,0.0,21429.0, esteril
0,0.0,21429.0, embalada individualmente
0,0.0,21429.0, lamina bisturi
0,0.0,21429.0, aco inoxidavel
0,0.0,21429.0, n 15
0,0.0,21429.0, descartavel
0,0.0,21429.0, esteril
0,0.0,21429.0, embalada individualmente
0,0.0,21429.0, lamina bisturi
0,0.0,21429.0, aco inoxidavel
0,0.0,21429.0, n 15
0,0.0,21429.0, descartavel
0,0.0,21429.0, esteril
0,0.0,21429.0, embalada individualmente
0,0.0,21429.0, regua antropometrica pediatrica
0,0.0,21429.0, colar cervical
0,0.0,21429.0, tamanho medio
0,0.0,21429.0,
0,0.0,21429.0, colar cervical
0,0.0,21429.0, tamanho medio
0,0.0,21429.0,
0,0.0,21429.0, colar cervical
0,0.0,21429.0, tamanho medio
0,0.0,21429.0,
0,0.0,21429.0, colar cervical
0,0.0,21429.0, tamanho pequeno
0,0.0,21429.0,
0,0.0,21429.0, colar cervical
0,0.0,21429.0, tamanho pequeno
0,0.0,21429.0,
0,0.0,21429.0, colar cervical
0,0.0,21429.0, tamanho pequeno
0,0.0,21429.0,
0,0.0,21429.0, termometro clinico
0,0.0,21429.0, ajuste digital
0,0.0,21429.0, escala ate 45
0,0.0,21429.0, tipo uso axilar e oral
0,0.0,21429.0,
0,0.0,21429.0, pulseira de identificacao de uso adulto
0,0.0,21429.0, luva cirurgica
0,0.0,21429.0, silicone esteril n8
0,0.0,21429.0, luva cirurgica
0,0.0,21429.0, silicone esteril n8
0,0.0,21429.0, luva para proced. tamanho p
0,0.0,21429.0, luva para proced. tamanho p
0,0.0,21429.0, luva para procedimento nao cirurgico
0,0.0,21429.0, nitrile
0,0.0,21429.0, grande
0,0.0,21429.0, sem po
0,0.0,21429.0, nao esterilizada
0,0.0,21429.0, sem latex
0,0.0,21429.0, luva para procedimento nao cirurgico
0,0.0,21429.0, nitrile
0,0.0,21429.0, pequeno
0,0.0,21429.0, sem po
0,0.0,21429.0, nao esterilizada
0,0.0,21429.0, sem latex
0,0.0,21429.0, acido peracetico 0
0,0.0,21429.0,2%
0,0.0,21429.0, fita teste p autoclave 19mmx30m
0,0.0,21429.0, fita teste p autoclave 19mmx30m
0,0.0,21429.0, tira reagente para medir glicemia capilar
0,0.0,21429.0, tira reagente para medir glicemia capilar
0,0.0,21429.0, tira reagente para medir glicemia capilar
0,1.0,2770.0,papel brc a4 resma c/500fl report
0,1.0,2770.0, bandeja para correspondencia a4 cadersil
0,1.0,2770.0, cola bastao silicone 10mm bic
0,1.0,2770.0, envelope brc gg 310x420mm cadersil
0,1.0,2770.0, papel cartao a4 liso c/100  report
0,1.0,2770.0, pasta az oficio lombo largo report
0,1.0,2770.0, agulha de croche niquelada cadersil
0,1.0,2770.0, grampeador tilibra g  26/6
0,1.0,2770.0, grampeador m 26/6 25 folhas tilibra
0,1.0,2770.0, folha de isopor 50mm freecalor
0,1.0,2770.0, perfurador de papel 2 furos metalico idea
0,1.0,2770.0, bola de assopro c/50un freecalor
0,1.0,2770.0, fita floral 50mm x 10m cores variada 3m
0,1.0,2770.0, barbante igual 500mts
0,1.0,2770.0, la cores diversas tec bom
0,1.0,2770.0, folha de isopor 30mm freecalor
0,1.0,2770.0, fita adesiva dupla face 12x30 3m
0,1.0,2770.0, calculadora de mesa peq 12 dig elgin
0,1.0,2770.0, folha de isopor 20mm freecalor
0,1.0,2770.0, barbante sisal 700g igual
0,1.0,2770.0, livro de protocolo maripel capa dura
0,1.0,2770.0, fita adesiva dupla face 18mm x 30m 3m
0,1.0,2770.0, lapis de cera c/12  tilibra
0,1.0,2770.0, pasta classificadora plastic c/ grampo report
0,1.0,2770.0, folha de isopor free calor 15mm
0,1.0,2770.0, agulha para bordado cadersil
0,1.0,2770.0, livro de atas 100fl maripel
0,1.0,2770.0, lantejoulas c/500un bic
0,1.0,2770.0, papel cartolina dupla face report
0,1.0,2770.0, fita adesiva larga transp. 45x40 3m
0,1.0,2770.0, linha para costura corrente
0,1.0,2770.0, almofada para carimbo n. 03 cadersil
0,1.0,2770.0, fita decorativa cetim 3m
0,1.0,2770.0, notas auto adesivas removiveis blcc/100fls
0,1.0,2770.0, notas auto-adesivas removiveis c/04 100fl
0,1.0,2770.0, fita adesiva estreita tranp. de 12x40 3m
0,1.0,2770.0, papel celafone report
0,1.0,2770.0, grampo 26/6 tilibra 5000un
0,1.0,2770.0, bola isopor fre callor 50mm
0,1.0,2770.0, grampo 23/10 tilibra c/1000un
0,1.0,2770.0, agulha para costura de mão cadersil
0,1.0,2770.0, bola isopor frecallor 25mm
0,1.0,2770.0, papel 40 report
0,1.0,2773.0,costela bovina master
0,1.0,2773.0, carne bovina moida master
0,1.0,2773.0, figado bovino master
0,1.0,2773.0, frango int. congelado in natura mauricea
0,1.0,2773.0, file de peito frango mauricea
0,1.0,2773.0, bacon master
0,1.0,2773.0, charque 1kg master
0,1.0,2773.0, file de peixe master
0,1.0,2773.0, creme de leite mococa 200g
0,1.0,2773.0, leite condensado mococa 395g
0,1.0,2773.0, iogurte de ameixa 1lt docura
0,1.0,2773.0, ovos de galinha comal tela c/30
0,1.0,2773.0, alho roxo chines
0,1.0,2773.0, feijao arranca carioca 1kg dona lia
0,1.0,2773.0, feijao preto 1kg dona lia
0,1.0,2773.0, acafrao caseiro
0,1.0,2773.0, cafe torrado e moido 250g pinga fogo
0,1.0,2773.0, cha diversos sabores caseiro
0,1.0,2773.0, arroz parboilizado valdivino 1kg
0,1.0,2773.0, farinha de trigo esp c/fermento  d. maria 1kg
0,1.0,2773.0, farinha de trigo especial s/fermento d. maria 1kg
0,1.0,2773.0, flocos de milho flocao 500g nordestino
0,1.0,2773.0, farinha de mandioca do vale 1kg
0,1.0,2773.0, fecula de mandioca lopes 1kg
0,1.0,2773.0, oleo de girasol 900ml samba
0,1.0,2773.0, oleo de milho 900ml samba
0,1.0,2773.0, margarina vegetal 3kg primor
0,1.0,2773.0, margarina vegetal 500g primor
0,1.0,2773.0, linguica toscana frango master
0,1.0,2773.0, linguica toscana mista master
0,1.0,2773.0, presunto cozido peru master
0,1.0,2773.0, sardinha molho de tomate 125g 88
0,1.0,2773.0, acucar mascavo 1kg união
0,1.0,2773.0, acucar cristalizado uniao 1kg
0,1.0,2773.0, bala mastig sortidos 600g dori
0,1.0,2773.0, chocolate sortidos 250g garoto
0,1.0,2773.0, achocolatado em po 400g chocoteen
0,1.0,2773.0, achocolatado liq marajoara 200ml
0,1.0,2773.0, macarrao semola espaguete bom sabor 500g
0,1.0,2773.0, biscoito cream cracker 400g mauricea
0,1.0,2773.0, biscoito doce tp maria mauricea 400g
0,1.0,2773.0, biscoito fuxico 250g santa helena
0,1.0,2773.0, biscoito rech chocolate mauricea 140g
0,1.0,2773.0, biscoito rech morango 140g mauricea
0,1.0,2773.0, milho verde ole 200g
0,1.0,2773.0, milho verde em conserva drenado ole
0,1.0,2773.0, polpa de frutas morango 100g dafruta
0,1.0,2773.0, geladinho 40x55ml popular
0,1.0,2773.0, suco concent ind maracuja palmeron
0,1.0,2773.0, molho shoyu tambau 150ml
0,1.0,2773.0, molho madeira tambau 150ml
0,1.0,2773.0, colorifico marata
0,1.0,2773.0, agua mineral 500ml santa joana
0,0.0,21431.0,alcool etilico 70% gel 100ml
0,0.0,21431.0, alcool etilico 99
0,0.0,21431.0,5% solucao 1000ml
0,0.0,21431.0, alcool etilico 99
0,0.0,21431.0,5% solucao 1000ml
0,0.0,21431.0, cloro 2% 5 litros
0,0.0,21431.0, cloro 2% 5 litros
0,0.0,21431.0, cloro 2% 5 litros
0,0.0,21431.0, cloro 2% 5 litros
0,0.0,21431.0, cloro 2% 5 litros
0,0.0,21431.0, cloro 2% 5 litros
0,0.0,21431.0, cloro 2% 5 litros
0,0.0,21431.0, cloro 2% 5 litros
0,0.0,21431.0, cloro 2% 5 litros
0,0.0,21431.0, cloro 2% 5 litros
0,0.0,21431.0, cloro 2% 5 litros
0,0.0,21431.0, heparina sodica 5000 uiml sol. inj. 5ml
0,0.0,21431.0, vancomicina 500 mg po p sol. injetavel
0,0.0,21431.0, cefepima
0,0.0,21431.0,  cloridrato 1 g po para sol. injetavel
0,0.0,21431.0, metoclopramida
0,0.0,21431.0, clorid 5mgml sol inj 1ml
0,0.0,21431.0, ceftriaxona sodica 1g po para sol. inj. iv 10ml
0,0.0,21431.0, ondansetrona
0,0.0,21431.0, cloridrato 2 mgml sol. inj. 4 ml
0,0.0,21431.0, lidocaina cloridrato 20mgml sol inj 20ml svaso
0,0.0,21431.0, clorexidina digluconato
0,0.0,21431.0, 0
0,0.0,21431.0,5% sol alcoolica 1l
0,0.0,21431.0, acido valproico (valproato de sodio) 50mgml xarope 100ml
0,0.0,21431.0, adenosina
0,0.0,21431.0, fosfato 3mgml sol. inj. 2ml
0,0.0,21431.0, insulina humana regular 100 uiml solucao injetavel 3 ml
0,0.0,21431.0, nitroprusseto de sodio 50mg po liofilizado para sol. inj. 2ml
0,0.0,21431.0, norepinefrina 2 mgml sol. inj. 4 ml
0,0.0,21431.0, compressa campo operatorio - 25cm x 28cm
0,0.0,21431.0, compressa campo operatorio - 25cm x 28cm
0,0.0,21431.0, cimento endodontico obturador de canal radicular (tipo sealer)
0,0.0,21431.0, hidroxido de calcio forrador (dycal)
0,0.0,21431.0, cone de guta percha principal 15-40 (1 serie) 120unid
0,0.0,21431.0, cone de guta percha principal 60 120unid
0,0.0,21431.0, guta percha principal 2 serie 45-80 (embalagem com 120 un.)
0,0.0,21431.0, protetor solar fps 30 creme 200ml
0,0.0,21431.0, creolina
0,0.0,21431.0, creolina
0,0.0,21431.0, creolina
0,0.0,21431.0, creolina
0,0.0,21431.0, solucao reveladora para rx dontologico (frasco com 500ml)
0,0.0,21431.0, bacillus cereus 1.000.000 sol. oral 5 ml
0,0.0,21431.0, bacillus cereus 1.000.000 sol. oral 5 ml
0,0.0,21431.0, coletor urina tampa vermelha 50ml
0,0.0,21431.0, tubo coleta tampa roxa edta 3
0,0.0,21431.0,0 ml
0,0.0,21431.0, preservativo feminino de borracha nitrica
0,0.0,21431.0, cartao para rx c01 furo
0,0.0,21431.0, mascara de protecao respiratoria pffs-2
0,0.0,21431.0, tornozeleira nylon 3kg
0,0.0,21431.0, barra paralela p reabilitacao
0,0.0,21431.0, bandeja acrilica dupla
